"doi_prefix","issn"
"10.31473","2305-5987"
"10.3567","1667-4545"
"10.2246","2614-2198"
"10.53633","2582-9130"
"10.35486","2215-5481"
"10.2405","1909-9991"
"10.34098","0250-5460"
"10.56029","2341-0027"
"10.24874","0354-8996"
"10.14203","0216-1877"
"10.26633","1020-4989"
"10.47065","2774-4647"
"10.37988","1811-153X"
"10.17925","2052-3815"
"10.37695","2655-3570"
"10.601","2806-5905"
"10.1206","0003-0090"
"10.25182","2407-0920"
"10.24404","2667-2812"
"10.53789","2653-0465"
"10.29077","2659-2703"
"10.29055","0976-5727"
"10.5609","0387-2939"
"10.5598","2210-6359"
"10.37061","2614-0144"
"10.3253","2621-2528"
"10.4101","1941-8477"
"10.2484","2183-6493"
"10.30684","2412-0758"
"10.3113","1548-825X"
"10.17808","1516-6104"
"10.7758","2377-8253"
"10.55512","1811-8062"
"10.30727","2618-8961"
"10.3674","0043-5147"
"10.26507","2954-7288"
"10.24147","2410-6364"
"10.14704","1303-5150"
"10.19173","1492-3831"
"10.17341","1304-4915"
"10.35172","2178-3764"
"10.26821","2347-9698"
"10.46771","2366-0783"
"10.1105","1040-4651"
"10.35912","2798-3498"
"10.55001","2587-9820"
"10.2229","2446-6786"
"10.9725","1229-4845"
"10.13062","1301-2045"
"10.58729","1941-6679"
"10.26555","2338-3070"
"10.34303","1229-5566"
"10.51276","2722-7790"
"10.19105","2716-1641"
"10.2209","0040-8891"
"10.25112","2446-6875"
"10.14789","2187-9737"
"10.22462","1066-2936"
"10.3388","0914-2649"
"10.19182","2275-9131"
"10.19135","2183-9522"
"10.112","1526-9914"
"10.35834","0899-6180"
"10.52571","1806-0374"
"10.35816","2654-4563"
"10.37755","2620-9217"
"10.18483","2305-3925"
"10.47223","2581-785X"
"10.18324","2224-1833"
"10.20402","2466-2046"
"10.20419","2350-5141"
"10.46542","1477-2701"
"10.52754","1694-7452"
"10.471","2181-0931"
"10.33876","2224-9680"
"10.34133","2639-5274"
"10.5128","1736-9290"
"10.18608","1929-7750"
"10.48286","2785-2512"
"10.24333","1229-0521"
"10.46498","2244-7296"
"10.19094","2178-9258"
"10.4999","1306-133X"
"10.18206","1229-4608"
"10.17163","1390-8618"
"10.16926","2545-3041"
"10.21279","2392-8956"
"10.2204","1816-3459"
"10.5842","1814-5787"
"10.31043","2410-2733"
"10.18623","2179-8699"
"10.37398","0447-9483"
"10.36041","2617-9555"
"10.21676","2389-7872"
"10.32735","0718-6568"
"10.5122","2582-5011"
"10.34103","1787-3606"
"10.3289","2590-4175"
"10.18306","1007-6301"
"10.33989","2524-2482"
"10.3145","1386-6710"
"10.52041","1570-1824"
"10.18625","1598-9542"
"10.38023","1424-7410"
"10.5402","2090-438X"
"10.46932","2675-5459"
"10.33307","0377-9335"
"10.36987","2685-7332"
"10.511","0286-7737"
"10.56183","2764-6033"
"10.18475","0008-6452"
"10.35523","2307-5872"
"10.47532","2723-5564"
"10.3656","2316-9281"
"10.9798","1738-2424"
"10.7752","2247-8051"
"10.31873","2321-0869"
"10.2747","0272-3638"
"10.21426","1594-7629"
"10.24045","2336-2642"
"10.5592","2771-019X"
"10.3235","2521-2435"
"10.55195","2717-8226"
"10.29166","2697-3359"
"10.18415","2364-5369"
"10.17165","1589-519X"
"10.2117","0033-2852"
"10.21166","2316-7165"
"10.52948","2665-6728"
"10.54603","2717-7130"
"10.15613","2350-0999"
"10.5222","2149-2042"
"10.7467","1225-6382"
"10.252","0285-1466"
"10.9708","1598-849X"
"10.25139","2549-7626"
"10.20462","1229-9936"
"10.30789","2538-9513"
"10.37236","1077-8926"
"10.23918","2414-5629"
"10.2516","1294-4475"
"10.21547","1303-0094"
"10.15309","2182-8407"
"10.25005","2074-0581"
"10.55446","0974-8172"
"10.29356","2594-0317"
"10.55886","2828-6707"
"10.4491","1225-5025"
"10.36755","2617-3700"
"10.13174","2451-3512"
"10.18219","1225-3820"
"10.17297","1225-0783"
"10.15415","2321-2217"
"10.26661","2616-9444"
"10.14798","1848-0586"
"10.33718","2651-4559"
"10.31431","1816-5524"
"10.35663","1728-5917"
"10.35627","2619-0788"
"10.36835","2548-4419"
"10.15752","1738-4648"
"10.21189","1226-9492"
"10.36368","2002-7788"
"10.56807","2709-9695"
"10.32987","2617-8532"
"10.3605","2715-9841"
"10.34","1881-641X"
"10.5725","2807-9558"
"10.14716","2087-2100"
"10.36956","2737-4777"
"10.22621","0008-3550"
"10.7888","0387-821X"
"10.37605","2663-922X"
"10.3777","1882-661X"
"10.31372","2373-6658"
"10.55254","1835-1492"
"10.36793","2007-5936"
"10.20497","2287-6030"
"10.58487","2620-9861"
"10.47208","2317-0204"
"10.54324","2407-635X"
"10.56726","2582-5208"
"10.14235","2148-2373"
"10.31506","2549-1431"
"10.5135","1884-3123"
"10.33564","2455-2143"
"10.29259","2746-0533"
"10.7175","2283-3137"
"10.52947","2614-2228"
"10.59139","0043-518X"
"10.57262","1079-9389"
"10.14312","2397-1304"
"10.22599","2516-3590"
"10.35755","2408-1981"
"10.61547","2695-5067"
"10.22464","2146-4219"
"10.47175","2722-5674"
"10.53564","2541-1799"
"10.5596","1708-6892"
"10.18856","1738-3188"
"10.21851","2508-2558"
"10.3512","1857-923X"
"10.55063","1738-0170"
"10.15567","0026-704X"
"10.17683","2559-6497"
"10.5235","1472-9342"
"10.46397","2635-4691"
"10.55215","2716-1943"
"10.35839","2616-6097"
"10.18667","2389-9468"
"10.51364","2667-9604"
"10.52617","2722-502X"
"10.31635","2096-5745"
"10.36611","2321-3450"
"10.30596","2722-3663"
"10.35808","1108-2976"
"10.52389","1859-2872"
"10.24413","2588-7637"
"10.5917","0913-4182"
"10.3073","2541-8912"
"10.30941","2096-3564"
"10.18592","2615-3890"
"10.37502","2581-6888"
"10.38004","2636-7599"
"10.48083","2563-6499"
"10.17722","2292-1648"
"10.24058","1302-4787"
"10.35211","1990-5297"
"10.1045","1082-9873"
"10.31854","2307-1303"
"10.51728","2637-1480"
"10.2464","0451-5994"
"10.36348","2616-8618"
"10.31412","2318-6917"
"10.33414","2683-8818"
"10.32852","2313-3783"
"10.36695","2219-5521"
"10.35687","2452-4549"
"10.37304","2777-144X"
"10.30709","1862-6947"
"10.22159","2455-3891"
"10.59566","1550-9702"
"10.35562","2534-7535"
"10.19084","0871-018X"
"10.3926","2013-0953"
"10.17236","0036-7281"
"10.36349","2663-0966"
"10.52419","2782-6252"
"10.26896","2588-0187"
"10.6061","1807-5932"
"10.37157","1678-6645"
"10.21812","1226-0630"
"10.33265","0800-0395"
"10.36679","2620-5890"
"10.4316","2344-102X"
"10.3765","2163-5951"
"10.31326","2776-0634"
"10.33426","2659-9678"
"10.24204","1689-8311"
"10.56225","3009-0784"
"10.55413","2498-7263"
"10.33965","1645-7641"
"10.21609","2088-7051"
"10.18238","1738-5334"
"10.33506","2614-4344"
"10.23956","2277-6451"
"10.46235","1028-7221"
"10.32419","2549-8576"
"10.35534","2710-0154"
"10.26682","1812-7568"
"10.3651","1913-5688"
"10.2197","1882-6652"
"10.24126","2708-1370"
"10.47282","2560-2322"
"10.296","0250-6408"
"10.54359","2075-7999"
"10.22336","2457-4325"
"10.2189","0001-8392"
"10.23927","0101-4366"
"10.36225","2697-2719"
"10.35998","1865-1089"
"10.33042","2522-1809"
"10.30962","1808-2599"
"10.29029","1309-6672"
"10.35732","2287-853X"
"10.12753","2066-026X"
"10.46698","2687-0754"
"10.7583","1598-4540"
"10.15642","2355-6994"
"10.7575","2200-3452"
"10.47196","2362-3675"
"10.15678","2956-6061"
"10.34112","2317-0972"
"10.1584","1348-589X"
"10.14745","1481-8531"
"10.33432","2149-5831"
"10.18814","0705-3797"
"10.3794","1473-8376"
"10.26586","1226-4555"
"10.37134","2232-0458"
"10.15793","1229-8638"
"10.15648","0122-8803"
"10.18359","1909-7727"
"10.33086","2477-393X"
"10.5303","1225-1534"
"10.46645","1226-3761"
"10.1629","0953-0460"
"10.6703","1727-2394"
"10.29103","2807-4068"
"10.9732","0034-7191"
"10.4996","1933-9747"
"10.31799","2077-5687"
"10.36137","0552-2145"
"10.1583","1526-6028"
"10.7189","2047-2978"
"10.33251","2522-1477"
"10.34208","2085-3106"
"10.18762","1983-5019"
"10.51582","2709-4685"
"10.34071","1859-3836"
"10.22228","1984-9036"
"10.37066","1853-4961"
"10.31902","2337-0955"
"10.7704","1738-3331"
"10.18821","2412-0723"
"10.56336","2951-0546"
"10.22206","2613-8808"
"10.17846","1337-9453"
"10.2913","2148-2446"
"10.4997","1478-2715"
"10.3595","2706-8536"
"10.38141","2145-3691"
"10.51883","2070-4046"
"10.30742","2746-1963"
"10.7603","2211-8039"
"10.3688","2687-4725"
"10.46398","2542-3185"
"10.7585","1226-6183"
"10.21121","1303-099X"
"10.34118","2676-2080"
"10.32505","2579-5708"
"10.26529","2232-2647"
"10.20957","2355-6226"
"10.31329","1598-2017"
"10.15196","2063-9538"
"10.29219","1654-661X"
"10.46551","2594-4002"
"10.1582","1226-7546"
"10.2754","0001-7213"
"10.52628","0001-6462"
"10.55074","2709-0302"
"10.30622","2602-2923"
"10.5658","1017-0715"
"10.15507","2308-1058"
"10.19136","2448-6779"
"10.18321","1562-3920"
"10.5009","1976-2283"
"10.62435","2965-7253"
"10.37711","2707-6954"
"10.29183","2447-3073"
"10.3192","2633-2922"
"10.3157","0013-872X"
"10.2902","1307-5543"
"10.29154","2092-6863"
"10.43","1949-8357"
"10.22603","2432-261X"
"10.36456","2686-3146"
"10.29058","2587-0602"
"10.31774","2712-9357"
"10.17107","2062-2597"
"10.5179","1883-8898"
"10.25128","2415-3605"
"10.23952","2052-532X"
"10.35313","2580-7668"
"10.35999","2604-1065"
"10.21064","1992-2892"
"10.37482","0536-1036"
"10.4186","0125-8281"
"10.1311","1932-0280"
"10.31298","1846-9140"
"10.5369","2798-3668"
"10.30608","2732-0421"
"10.32993","2221-7088"
"10.35931","2620-7184"
"10.59062","2717-8005"
"10.7456","2146-5193"
"10.21614","1221-9118"
"10.19166","2622-6995"
"10.18688","2312-2129"
"10.1375","1443-9646"
"10.33608","0236-1477"
"10.36593","2452-5553"
"10.1263","1389-1723"
"10.51607","2233-1360"
"10.37896","0039-2049"
"10.23968","1999-5571"
"10.37386","2687-0576"
"10.46257","2686-1593"
"10.18835","1806-6771"
"10.55449","2674-5992"
"10.59604","1046-2309"
"10.54209","2723-813X"
"10.21678","0252-1865"
"10.18628","1229-9200"
"10.7588","0196-3570"
"10.1122","0148-6055"
"10.26449","2587-1587"
"10.7131","1884-1287"
"10.4296","0701-1784"
"10.37293","2184-061X"
"10.1633","0254-3621"
"10.51179","2656-2987"
"10.31449","1854-3871"
"10.18609","2634-5099"
"10.37075","2534-8949"
"10.37827","2708-2350"
"10.17257","1226-0886"
"10.33993","2501-059X"
"10.30631","2540-9522"
"10.53332","1858-5345"
"10.55359","2782-3296"
"10.33688","1303-5851"
"10.56415","1024-7696"
"10.24301","1229-3040"
"10.33226","0032-6186"
"10.32947","1815-0993"
"10.28989","2657-2338"
"10.5852","2118-9773"
"10.3331","2518-7813"
"10.21626","2500-3585"
"10.17232","1225-424X"
"10.61685","2621-5519"
"10.1511","0003-0996"
"10.3325","0353-9504"
"10.22213","2413-1172"
"10.31718","2077-1126"
"10.23868","2500-2562"
"10.11948","2156-907X"
"10.32404","2358-6303"
"10.12653","1976-3107"
"10.18784","2528-553X"
"10.24236","2463-1388"
"10.30954","2249-6629"
"10.4033","1918-3178"
"10.5098","2151-8629"
"10.57062","2951-4614"
"10.47859","2685-6573"
"10.21499","2078-4023"
"10.15441","2383-4625"
"10.53424","2146-9601"
"10.32493","2723-1003"
"10.36034","1738-7760"
"10.36902","2706-6525"
"10.52436","2723-3871"
"10.22789","1229-6910"
"10.4084","2035-3006"
"10.37321","2413-8843"
"10.21798","2149-6374"
"10.55028","2358-1840"
"10.12959","1855-0541"
"10.15214","0914-9694"
"10.20969","2071-0240"
"10.55287","2227-5398"
"10.31562","2466-2208"
"10.36506","1848-3143"
"10.14296","1749-8155"
"10.2216","0031-8884"
"10.32904","2412-9836"
"10.33734","1018-2888"
"10.31349","2683-2224"
"10.29312","2007-9230"
"10.6","2817-2310"
"10.5732","1000-467X"
"10.1555","2219-746X"
"10.54753","2737-6257"
"10.47176","2821-1693"
"10.54828","2808-2591"
"10.55503","2790-6744"
"10.31051","1852-8023"
"10.46491","2622-5948"
"10.16914","1227-8181"
"10.25127","2519-0423"
"10.51719","2566-3267"
"10.1624","1058-1243"
"10.747","1229-1366"
"10.3644","2596-1306"
"10.29101","2448-5799"
"10.31305","2455-3085"
"10.21631","0872-0304"
"10.7307","1848-4069"
"10.2905","2587-1358"
"10.33864","2616-6879"
"10.29145","2519-7924"
"10.37292","2664-8105"
"10.17155","1309-8543"
"10.5663","1923-3299"
"10.30681","2316-8072"
"10.32372","0718-7912"
"10.35982","1226-850X"
"10.52192","1984-3917"
"10.14486","2148-1148"
"10.29039","2587-9936"
"10.15751","1975-5082"
"10.32813","2179-1120"
"10.47878","1982-5161"
"10.22216","2477-7862"
"10.24079","2414-9772"
"10.11152","1844-4172"
"10.9714","1229-3008"
"10.46326","1859-1469"
"10.14382","0013-970X"
"10.18549","1885-642X"
"10.28956","2147-2912"
"10.3356","0892-1016"
"10.26515","2581-8686"
"10.25133","2465-4418"
"10.47458","2669-1760"
"10.30867","2721-558X"
"10.15337","1306-8075"
"10.22374","2369-1778"
"10.24234","2738-2753"
"10.31733","2078-3566"
"10.34306","2715-0461"
"10.5264","1883-7921"
"10.12911","2299-8993"
"10.34186","2458-7494"
"10.21014","2221-870X"
"10.37903","2225-6016"
"10.26438","2347-2693"
"10.5892","1517-0276"
"10.30757","1980-0436"
"10.17248","1738-5903"
"10.26637","2319-3786"
"10.52475","2528-6676"
"10.33921","1916-6338"
"10.51608","2686-7818"
"10.14795","2360-266X"
"10.56454","1524-3303"
"10.29059","2007-7858"
"10.46652","2737-6222"
"10.14199","2084-4883"
"10.34115","2595-3621"
"10.31874","2520-6702"
"10.4289","0013-8797"
"10.17096","2149-4592"
"10.24217","2531-0151"
"10.37706","2655-6251"
"10.36882","2525-4812"
"10.4106","0913-3526"
"10.24327","2319-6505"
"10.59434","2982-7574"
"10.58299","2683-2836"
"10.21257","2297-105X"
"10.15187","1226-8046"
"10.31839","1225-3405"
"10.2091","1976-6300"
"10.31917","1726-9814"
"10.12812","1229-6783"
"10.46331","1738-0936"
"10.32895","2615-9139"
"10.15282","2231-9409"
"10.24926","2155-0417"
"10.3062","2237-9681"
"10.463","1998-4464"
"10.5564","2663-7871"
"10.36796","2007-5545"
"10.34021","2657-4047"
"10.22389","0016-7126"
"10.15442","2353-4389"
"10.6087","2288-8063"
"10.53393","1983-3814"
"10.21171","1980-5756"
"10.33555","2620-9918"
"10.12799","1225-9594"
"10.53798","2763-7867"
"10.1527","1346-0714"
"10.7824","2236-1065"
"10.29221","1229-1544"
"10.1647","1082-6742"
"10.5197","2667-4580"
"10.17311","2305-1884"
"10.33655","2685-1946"
"10.5393","1738-9577"
"10.20532","1330-1136"
"10.34069","2322-6307"
"10.6066","1979-7788"
"10.13185","2094-6937"
"10.33327","2663-0583"
"10.46344","2277-8330"
"10.31801","1303-5991"
"10.31576","2630-631X"
"10.46728","1857-4432"
"10.31581","2563-755X"
"10.31341","1846-9418"
"10.31884","2549-1938"
"10.18326","2549-3868"
"10.57211","2452-5421"
"10.9747","1882-4560"
"10.33336","2490-0427"
"10.55257","2651-5334"
"10.1478","2587-2672"
"10.21684","2411-197X"
"10.2205","1681-1208"
"10.17213","2075-2067"
"10.46889","2582-6751"
"10.35434","2227-4731"
"10.53986","2695-5075"
"10.25311","2548-8538"
"10.4241","0385-6410"
"10.14434","1527-9316"
"10.55509","2255-5838"
"10.3745","1598-2866"
"10.14254","2071-8330"
"10.26848","1984-2295"
"10.12927","1929-6347"
"10.54044","1222-3891"
"10.59954","2217-3986"
"10.20483","1229-3830"
"10.61558","2993-074X"
"10.57233","2756-6897"
"10.4138","1718-7885"
"10.47665","2521-9855"
"10.23851","2521-3520"
"10.47177","2574-0369"
"10.47841","2828-4925"
"10.21622","2356-8569"
"10.18192","1715-9261"
"10.4699","2594-2913"
"10.1643","0045-8511"
"10.4041","1225-5610"
"10.51558","2490-3647"
"10.31539","2598-4934"
"10.22379","2422-4022"
"10.1752","1005-0094"
"10.3798","1937-0237"
"10.30536","2597-7849"
"10.15798","1598-7604"
"10.35382","2815-6072"
"10.47974","0972-0529"
"10.465","0070-4318"
"10.18585","2355-9179"
"10.3576","2089-8002"
"10.30782","2667-6745"
"10.59665","1222-4227"
"10.46329","2005-4645"
"10.33801","2475-8752"
"10.7242","2658-5227"
"10.30816","2501-0727"
"10.22184","2070-8963"
"10.2934","2594-2999"
"10.55098","2809-378X"
"10.13172","2053-2040"
"10.29004","1227-8203"
"10.59837","2987-0135"
"10.11112","2234-6937"
"10.32795","2654-2706"
"10.33932","2093-9027"
"10.54986","0972-2181"
"10.7263","1889-7304"
"10.36865","1314-3581"
"10.33808","2459-1459"
"10.24945","1866-0533"
"10.31178","2734-7524"
"10.14772","2093-6133"
"10.21777","2587-554X"
"10.36548","2582-4252"
"10.33786","2230-7834"
"10.36347","2394-4951"
"10.32575","2786-0760"
"10.5989","3025-7379"
"10.33498","2310-323X"
"10.18184","2411-796X"
"10.5228","1225-696X"
"10.31848","2597-3746"
"10.7166","2224-7890"
"10.1296","2340-2539"
"10.20903","1857-9949"
"10.2124","1424-3636"
"10.14385","1226-685X"
"10.17746","1563-0102"
"10.17753","2148-0710"
"10.18004","1816-8949"
"10.35371","1225-3618"
"10.37098","2519-4542"
"10.36238","2359-5787"
"10.24959","2518-1564"
"10.14783","1300-0845"
"10.35189","2286-3702"
"10.20422","2460-0172"
"10.54988","2255-1514"
"10.5333","2287-5824"
"10.26623","2580-8524"
"10.33445","2522-9842"
"10.48075","1982-3037"
"10.24933","2317-109X"
"10.24083","2204-3136"
"10.3533","1991-6639"
"10.35454","2619-3906"
"10.18654","1000-0569"
"10.16881","1976-2984"
"10.24005","2005-6486"
"10.21897","2389-9182"
"10.46624","2249-3387"
"10.7183","0002-7316"
"10.46646","2521-683X"
"10.1657","1523-0430"
"10.7559","2184-5638"
"10.34122","1975-5945"
"10.3608","2622-5875"
"10.12717","2465-9525"
"10.31271","2617-0949"
"10.17219","1899-5276"
"10.52919","2600-6235"
"10.37634","2409-1944"
"10.35413","2288-4963"
"10.5529","2651-3986"
"10.60001","2448-3338"
"10.54006","2752-6933"
"10.33782","2708-4116"
"10.32799","2291-9376"
"10.2149","2186-1811"
"10.4736","1995-4492"
"10.51612","2746-4393"
"10.34042","0007-8549"
"10.7121","2702-2412"
"10.5582","1881-7815"
"10.3351","2656-9426"
"10.26297","0579-3009"
"10.37081","2614-6061"
"10.4293","1086-8089"
"10.7143","1884-409X"
"10.18092","1307-9832"
"10.56107","2829-601X"
"10.21833","2313-626X"
"10.9786","2093-2332"
"10.52406","2756-6838"
"10.22235","0797-3691"
"10.51877","2620-6110"
"10.2505","0047-231X"
"10.15799","1225-7028"
"10.56596","2790-9719"
"10.47909","2709-3158"
"10.24218","2059-4909"
"10.55719","2656-9876"
"10.54471","2809-2872"
"10.37317","2657-8913"
"10.9753","2156-1028"
"10.7211","0916-7439"
"10.248","0021-8588"
"10.23844","1229-0688"
"10.2332","1323-8930"
"10.33701","2686-0163"
"10.5671","0350-6134"
"10.47611","2167-1907"
"10.32953","2618-6004"
"10.37394","2224-3429"
"10.36741","2686-133X"
"10.37669","1302-5600"
"10.29036","1804-5650"
"10.14303","2141-5455"
"10.31217","1846-8438"
"10.21659","0975-2935"
"10.26521","2063-2754"
"10.37445","2227-4952"
"10.6107","2234-3571"
"10.22489","2325-887X"
"10.47677","2318-7131"
"10.33095","2227-703X"
"10.2141","1346-7395"
"10.5056","2093-0879"
"10.35462","2530-5824"
"10.3468","2411-7951"
"10.21977","1932-7528"
"10.5467","1225-6692"
"10.56435","2964-7002"
"10.1636","0161-8202"
"10.16894","1738-7027"
"10.21046","2070-7401"
"10.29263","2619-4880"
"10.56398","1989-5666"
"10.20321","2488-9571"
"10.4052","0915-7352"
"10.55705","2823-2550"
"10.26749","0080-4703"
"10.35869","1130-2682"
"10.52502","2788-7189"
"10.29329","2718-0638"
"10.52845","2693-5007"
"10.23886","2338-6037"
"10.7869","0972-0200"
"10.37787","2522-3240"
"10.46964","2747-2582"
"10.31114","2078-7707"
"10.22226","2218-5046"
"10.58347","1523-2859"
"10.14784","1309-1123"
"10.11568","1976-8605"
"10.17937","1229-5167"
"10.25712","2072-8921"
"10.15236","2287-6197"
"10.17358","2407-5434"
"10.31316","2502-4264"
"10.2965","0387-2025"
"10.5632","1348-4559"
"10.13055","2075-907X"
"10.51505","2581-3366"
"10.30723","2664-5548"
"10.36632","2706-7955"
"10.18241","0073-9855"
"10.47049","2226-1893"
"10.37135","2661-6742"
"10.25206","1813-8225"
"10.36232","2715-5110"
"10.4625","2651-3145"
"10.30812","2723-7370"
"10.52131","2415-007X"
"10.2457","0287-6256"
"10.24852","2306-4099"
"10.4188","1883-8715"
"10.37434","2415-8445"
"10.5146","1018-5615"
"10.36278","2672-0175"
"10.33752","2723-7591"
"10.30905","2526-849X"
"10.2474","1881-2198"
"10.5105","1884-2437"
"10.21563","1300-5766"
"10.54708","2658-7572"
"10.5928","0029-8131"
"10.47865","2617-619X"
"10.14417","1646-6004"
"10.2341","1559-2863"
"10.16949","1309-4653"
"10.46391","2175-7402"
"10.23934","2541-8017"
"10.22178","2413-9009"
"10.4261","1305-3825"
"10.5293","1226-9883"
"10.18075","1229-4918"
"10.2399","1300-5251"
"10.51788","2181-919X"
"10.21857","1330-0598"
"10.5691","3031-5999"
"10.18537","1390-6143"
"10.21112","2475-9333"
"10.18286","1816-4501"
"10.17789","1598-1118"
"10.21685","2072-3040"
"10.47501","2587-6309"
"10.36887","2415-8453"
"10.14701","2508-5778"
"10.30553","1647-3337"
"10.35906","2684-9313"
"10.31075","0478-9733"
"10.33542","1339-3995"
"10.15356","0435-4281"
"10.46961","2721-0995"
"10.26577","1563-0285"
"10.30565","2587-0319"
"10.13108","2074-1863"
"10.47925","2771-9618"
"10.729","2831-8110"
